id,amountUSD,budgetYear,createdAt,date,decisionDate,description,firstReportedDate,flowType,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,source_Organization_id,source_UsageYear_id,Donor,source_UsageYear_name,destination_Plan_id,destination_Organization_id,destination_GlobalCluster_id,destination_Location_id,destination_iso3,destination_Project_id,destination_UsageYear_id,destination_Plan_name,Recipient.Organization,destination_GlobalCluster_name,Destination.Country,destination_Project_name,destination_UsageYear_name,report_type,report_organisation,report_channel,report_date,originalAmount,source_Location_id,source_iso3,source_Location_name,destination_Emergency_id,destination_Emergency_name,refCode,source_GlobalCluster_id,source_GlobalCluster_name,exchangeRate,source_Plan_id,source_Plan_name,grandBargainEarmarkingType,source_Emergency_id,source_Emergency_name,source_Project_id,source_Project_name,destination_Cluster_id,destination_Cluster_name,source_Cluster_id,source_Cluster_name,analysis_date,emergency_boundary,plan_boundary,description_search_flag,potential_overlap_flag
187347,342466,2019,2019-05-23T01:32:37.383Z,2019-02-14T00:00:00Z,2019-02-14T00:00:00Z,"LIFE-SAVING SEED DISTRIBUTION TO CONFLICT-AFFECTED RETURNEES AND HOST COMMUNITIES AND FLOOD AFFECTED COMMUNITIES IN TETE, MOZAMBIQUE (ECHO/DRF/BUD/2019/91003)",2019-02-15T00:00:00Z,Standard,t,EUR,Traditional aid,196967,commitment,2019-11-05,2,incoming,single,8523,40,European Commission's Humanitarian Aid and Civil Protection Department,2019,"",2986,6,152,MOZ,,40,"",International Organization for Migration,Food Security,Mozambique,"",2019,Primary,European Commission's Humanitarian Aid and Civil Protection Department,From EDRIS,2019-05-22T00:00:00.000Z,300000,"","","","","",ECHO/DRF/BUD/2019/91003,"","",0.876,"","",earmarked,"","",,"","","","","",2019-02-14,,,FALSE,FALSE
188634,568828,2019,2019-05-23T13:29:32.241Z,2019-03-21T00:00:00Z,2019-03-21T00:00:00Z,To help the cyclon-affected population,2019-03-21T00:00:00Z,Standard,t,EUR,Traditional aid,,commitment,2019-06-20,4,incoming,single,4546,40,"Austria, Government of",2019,761,3238,4,152,MOZ,157749,40,Mozambique Humanitarian Response Plan 2019,CARE International,Emergency Shelter and NFI,Mozambique,Life Saving NFI and sheltrer distributions for cyclone and flood affected households,2019,Primary,"Austria, Government of",From EDRIS,2019-03-21T00:00:00.000Z,500000,15,AUT,Austria,808,Tropical Cyclone Idai - Mar 2019 and Kenneth - Apr 2019,MZ-7.08.47/0001-VII.3/2019,"","",0.879,"","",earmarked,"","",,"",4753,SHELTER,"","",2019-03-21,Incoming,,FALSE,FALSE
188883,1500000,2019,2019-03-29T04:25:27.892Z,2019-03-28T00:00:00Z,2019-03-28T00:00:00Z,Emergency Assistance for Livelihoods of People Affected by Floods in the provinces of Zambezia and Tete,2019-03-29T00:00:00Z,Standard,f,"",Traditional aid,,paid,2019-07-16,1,internal,single,4762,40,Central Emergency Response Fund,2019,761,4399,6,152,MOZ,157757,40,Mozambique Humanitarian Response Plan 2019,Food & Agriculture Organization of the United Nations,Food Security,Mozambique,Emergency Support to Recover Livelihhods of People Affected by the Cyclone IDAI,2019,Primary,Central Emergency Response Fund,From CERF,2019-03-29T00:00:00.000Z,,"","","",808,Tropical Cyclone Idai - Mar 2019 and Kenneth - Apr 2019,19-RR-FAO-019,"","",,"","",unearmarked,"","",,"",4646,FOOD SECURITY AND LIVELIHOODS,"","",2019-03-28,Incoming,,FALSE,FALSE
188884,2549841,2019,2020-05-28T02:25:04.367Z,2019-04-02T00:00:00Z,2019-03-28T00:00:00Z,"Provide immediate life-saving Food Assistance to 115,700 people affected by IDAI cyclone and floods",2019-03-29T00:00:00Z,Standard,f,"",Traditional aid,,paid,2020-05-28,5,internal,single,4762,40,Central Emergency Response Fund,2019,761,3049,6,152,MOZ,157755,40,Mozambique Humanitarian Response Plan 2019,World Food Programme,Food Security,Mozambique,"Immediate life-saving food distributions to populations affected by IDAI cyclone and floods, including emergency school feeding",2019,Primary,Central Emergency Response Fund,From CERF,2020-05-28T00:00:00.000Z,,"","","",808,Tropical Cyclone Idai - Mar 2019 and Kenneth - Apr 2019,19-RR-WFP-035,"","",,"","",unearmarked,"","",,"",4646,FOOD SECURITY AND LIVELIHOODS,"","",2019-03-28,Incoming,,FALSE,FALSE
188885,349350,2019,2019-05-13T13:18:35.109Z,2019-03-28T00:00:00Z,2019-03-28T00:00:00Z,Provide life saving clinical sexual and reproductive health services to Cyclone Idai and flood affected people in Mozambique,2019-03-29T00:00:00Z,Standard,f,"",Traditional aid,,paid,2019-05-13,3,internal,single,4762,40,Central Emergency Response Fund,2019,761,4293,7,152,MOZ,157763,40,Mozambique Humanitarian Response Plan 2019,United Nations Population Fund,Health,Mozambique,Provide Life-saving Sexual and Reproductive Health Services to Cyclone Idai and Kenneth and Flood-affected People in Mozambique,2019,Primary,United Nations Population Fund,Email,2019-05-06T00:00:00.000Z,,"","","",808,Tropical Cyclone Idai - Mar 2019 and Kenneth - Apr 2019,UOG86,"","",,"","",unearmarked,"","",,"",4645,HEALTH,"","",2019-03-28,Incoming,,FALSE,FALSE
188887,1534354,2019,2019-03-30T04:25:23.232Z,2019-03-28T00:00:00Z,2019-03-28T00:00:00Z,"Shelter, Protection and Health support to displaced and the most vulnerable people affected by Cyclone Idai",2019-03-29T00:00:00Z,Standard,f,"",Traditional aid,,commitment,2019-04-01,2,internal,single,4762,40,Central Emergency Response Fund,2019,761,2986,4,152,MOZ,157746,40,Mozambique Humanitarian Response Plan 2019,International Organization for Migration,Emergency Shelter and NFI,Mozambique,Shelter and NFI support for vulnerable families affected by Cyclone Idai,2019,Primary,Central Emergency Response Fund,From CERF,2019-03-30T00:00:00.000Z,,"","","",808,Tropical Cyclone Idai - Mar 2019 and Kenneth - Apr 2019,19-RR-IOM-015,"","",,"","",unearmarked,"","",,"",4753,SHELTER,"","",2019-03-28,Incoming,,FALSE,FALSE
188888,144410,2019,2019-03-30T04:25:24.116Z,2019-03-28T00:00:00Z,2019-03-28T00:00:00Z,"Shelter, Protection and Health support to displaced and the most vulnerable people affected by Cyclone Idai",2019-03-29T00:00:00Z,Standard,f,"",Traditional aid,,commitment,2019-04-01,2,internal,single,4762,40,Central Emergency Response Fund,2019,761,2986,10,152,MOZ,157758,40,Mozambique Humanitarian Response Plan 2019,International Organization for Migration,Protection,Mozambique,"Strengthening protection for the most vulnerable populations and ensure access to essential, life-saving protection and psycho-social services.",2019,Primary,Central Emergency Response Fund,From CERF,2019-03-30T00:00:00.000Z,,"","","",808,Tropical Cyclone Idai - Mar 2019 and Kenneth - Apr 2019,19-RR-IOM-015,"","",,"","",unearmarked,"","",,"",4648,PROTECTION,"","",2019-03-28,Incoming,,FALSE,FALSE
188889,126358,2019,2019-03-30T04:25:25.056Z,2019-03-28T00:00:00Z,2019-03-28T00:00:00Z,"Shelter, Protection and Health support to displaced and the most vulnerable people affected by Cyclone Idai",2019-03-29T00:00:00Z,Standard,f,"",Traditional aid,,commitment,2019-04-01,2,internal,single,4762,40,Central Emergency Response Fund,2019,761,2986,7,152,MOZ,157767,40,Mozambique Humanitarian Response Plan 2019,International Organization for Migration,Health,Mozambique,"Supporting Access to Health Care, Public Health and Referral Initiatives in Emergency and Transitional Shelters and Communities of Return, Resettlement, and Relocation; Mental Health and Psychosocial Assistance through Mobile Teams, and integrating the HIV response into the humanitarian response in Cyclone Kenneth Affected Districts in Cabo Delgado Province",2019,Primary,Central Emergency Response Fund,From CERF,2019-03-30T00:00:00.000Z,,"","","",808,Tropical Cyclone Idai - Mar 2019 and Kenneth - Apr 2019,19-RR-IOM-015,"","",,"","",unearmarked,"","",,"",4645,HEALTH,"","",2019-03-28,Incoming,,FALSE,FALSE
188890,290396,2019,2019-06-18T13:23:26.150Z,2019-04-02T00:00:00Z,2019-03-28T00:00:00Z,Support to life saving services for the management of moderate acute malnutrition in children 6 – 59 months,2019-03-29T00:00:00Z,Standard,f,"",Traditional aid,,paid,2019-06-18,4,internal,single,4762,40,Central Emergency Response Fund,2019,761,3049,7 | 9,152,MOZ,157722,40,Mozambique Humanitarian Response Plan 2019,World Food Programme,Health | Nutrition,Mozambique,Community mobilization and treatment of moderate acute malnutrition (MAM) in children under-five and acute malnutrition in pregnant and lactating women,2019,Primary,World Food Programme,Email,2019-06-17T00:00:00.000Z,,"","","",808,Tropical Cyclone Idai - Mar 2019 and Kenneth - Apr 2019,70000601	19-RR-WFP-036	001-C-01906-01	MZ01.01.021.URT1,"","",,"","",unearmarked,"","",,"",4647,NUTRITION,"","",2019-03-28,Incoming,,FALSE,FALSE
188891,399977,2019,2019-03-30T04:25:26.703Z,2019-03-28T00:00:00Z,2019-03-28T00:00:00Z,Ensuring lifesaving GBV assistance to women and young people affected by the flood and cyclone IDAI,2019-03-29T00:00:00Z,Standard,f,"",Traditional aid,,commitment,2019-05-13,2,internal,single,4762,40,Central Emergency Response Fund,2019,761,4293,10,152,MOZ,157733,40,Mozambique Humanitarian Response Plan 2019,United Nations Population Fund,Protection,Mozambique,Vulnerable women and girls are protected against violence in cyclone Idai affected areas of northern Mozambique,2019,Primary,Central Emergency Response Fund,From CERF,2019-03-30T00:00:00.000Z,,"","","",808,Tropical Cyclone Idai - Mar 2019 and Kenneth - Apr 2019,19-RR-FPA-023,"","",,"","",unearmarked,"","",,"",4648,PROTECTION,"","",2019-03-28,Incoming,,FALSE,FALSE
